desertionNo,kindNm,age,sexCd,neuterYn,specialMark,careNm,careAddr,careTel,processState,age_group,species
446482202600076,시바,2025(년생),M,N,"사상충-음성,(파보,코로나,지알디아-음성)",순천시유기동물보호소,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",061-749-3094,보호중,새끼,dog
446481202600220,믹스견,2025(년생),M,N,칩 등록 O / 견주 확인 후 인계,반려동물보호센터,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,061-659-2474,종료(반환),새끼,dog
446481202600217,믹스견,2026(년생),M,N,1-2주전 도로변 구조 보호 중 센터로 인계 / 2026-095 와 함께 구조 / 진드기약 도포*구충제 투약,반려동물보호센터,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,061-659-2474,보호중,새끼,dog
446481202600216,믹스견,2026(년생),M,N,1-2주전 도로변 구조 보호 중 센터로 인계 / 2026-096 과 함께 구조 / 진드기약 도포*구충제 투약,반려동물보호센터,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,061-659-2474,보호중,새끼,dog
446480202600201,믹스견,2026(년생),M,N,"체구가 작고 털이 짧음, 포메라니안과 푸들 믹스",목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 36  ,010-9678-9966,보호중,새끼,dog
446480202600200,믹스견,2023(년생),F,N,"청색목줄착용, 사회성좋음",목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 36  ,010-9678-9966,보호중,성체,dog
446480202600199,시바,2022(년생),M,N,"오즈아이, 목줄착용",목포시유기동물보호소,전라남도 무안군 삼향읍 석매길 36  ,010-9678-9966,보호중,성체,dog
445479202600252,믹스견,2025(년생),M,N, 세끼 강아지.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,dog
445479202600251,믹스견,2025(년생),F,N, 세끼 강아지.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,dog
445479202600250,믹스견,2026(년생),F,N,귀쫑긋한 강아지.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,dog
445479202600249,믹스견,2021(년생),M,N, 활발해 보임.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,성체,dog
445479202600248,믹스견,2026(년생),M,N,새끼 강아지.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,dog
445479202600246,믹스견,2026(년생),M,N,새끼 강아지.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,dog
445479202600244,믹스견,2026(년생),M,N,새끼 강아지.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,dog
445479202600243,믹스견,2026(년생),F,N,새끼 강아지.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,dog
445472202600188,저먼 포인터,2020(년생),M,N,"빨간색 목줄착용,",완주군유기동물보호소,전북특별자치도 완주군 화산면 누하길 127  ,063-290-3248,보호중,성체,dog
445470202600467,믹스견,2026(년생),F,N,순해서 사람을 잘따르는 귀;여운 강아지 입니다.,인월동물병원,전북특별자치도 남원시 인월면 인월로 64  ,063-636-2873,보호중,새끼,dog
445470202600465,믹스견,2026(60일미만)(년생),M,N,활발한 성격을 가져 사람을 잘 따르는 귀여운 강아지 입니다.,하나동물병원,전북특별자치도 남원시 왕정동 67 ,063-634-7582,보호중,새끼,dog
445467202600362,믹스견,2026(60일미만)(년생),M,N,2개월추정 순함,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog
445464202601076,페르시안,2022(년생),M,Y,"눈주의 피부, 눈물자국",행복한동물병원,전라북도 전주시 덕진구 인후동1가 806-6,063-244-0090,보호중,성체,dog
445464202601062,믹스견,2021(년생),M,U,겁이 많고 남자에게 경계심이 심함/ 차도에서 발견 /웰시 코기 믹스 추정,효자동물병원,전라북도 전주시 완산구 백제대로 121 (효자동1가) ,063-224-6672,보호중,성체,dog
444568202600133,믹스견,2026(60일미만)(년생),M,U,"5개월,겁이 많아 경계함,광견병 종합백신 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog
444568202600132,믹스견,2021(년생),F,U,"사람 매우 잘 따름,광견병 종합백신 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,종료(반환),성체,dog
444568202600131,믹스견,2026(60일미만)(년생),F,U,"2개월,순함,코로나 종합백신 1차 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog
444568202600130,믹스견,2026(60일미만)(년생),F,U,"2개월,순함,코로나 종합백신 1차 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog
444568202600129,믹스견,2026(60일미만)(년생),F,U,"2개월,순함,코로나 종합백신 1차 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog
444568202600128,믹스견,2026(60일미만)(년생),F,U,"2개월,순함,코로나 종합백신 1차 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog
444568202600127,믹스견,2026(60일미만)(년생),F,U,"2개월,순함,코로나 종합백신 1차 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog
444568202600126,믹스견,2026(60일미만)(년생),M,U,"2개월,순함,코로나 종합백신 1차 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog
444568202600125,믹스견,2026(60일미만)(년생),M,U,"2개월,순함,코로나 종합백신 1차 완료(2026/03/23)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog
444461202600144,믹스견,2025(년생),F,U,신고자분이 보호중. 체리아이. 8개월령 추정,예산임시동물보호센터,충청남도 예산군 예산읍 군청로 22  ,041-339-7838,보호중,새끼,dog
444453202600328,믹스견,2026(년생),F,U,"매우 순함, 입소 당시 6개월령 추정",서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,041-660-2040,보호중,새끼,dog
444452202600415,라브라도 리트리버,2026(년생),F,N,26-415호(관리)88호(공고)/5개월령 추정,아산동물복지지원센터,충청남도 아산시 환경공원로 158 (배미동) ,041-530-6200,보호중,새끼,dog
444449202600584,믹스견,2026(년생),M,N,"4개월 추정, 매우 순함, 사람 좋아함",천안시 동물보호센터,"충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",010-5913-5119,보호중,새끼,dog
444449202600577,믹스견,2021(년생),M,N,순하나 겁많음,천안시 동물보호센터,"충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",010-5913-5119,보호중,성체,dog
443571202600321,믹스견,2026(60일미만)(년생),F,N,"25-929 의 자견, 2/14 출생, 입양전제 임보 가능",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,새끼,dog
443571202600320,믹스견,2026(60일미만)(년생),F,N,"25-929 의 자견, 2/14 출생, 입양전제 임보 가능",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,새끼,dog
443571202600319,믹스견,2026(60일미만)(년생),F,N,"25-929 의 자견, 2/14 출생, 입양전제 임보 가능",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,새끼,dog
443571202600318,믹스견,2026(60일미만)(년생),M,N,"25-929 의 자견, 2/14 출생, 입양전제 임보 가능",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,새끼,dog
443571202600317,믹스견,2026(60일미만)(년생),F,N,"25-929 의 자견, 2/14 출생, 입양전제 임보 가능",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,새끼,dog
443571202600316,믹스견,2026(60일미만)(년생),M,N,"25-929 의 자견, 2/14 출생, 입양전제 임보 가능",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,새끼,dog
443571202600313,믹스견,2026(60일미만)(년생),M,N,"25-929 의 자견, 2/14 출생, 입양전제 임보 가능",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,새끼,dog
443447202600113,믹스견,2026(60일미만)(년생),F,N,새끼강아지,음성군 동물보호센터,충청북도 음성군 삼성면 대금로 715-5  ,043-877-3081,보호중,새끼,dog
443447202600112,믹스견,2026(60일미만)(년생),F,N,새끼강아지,음성군 동물보호센터,충청북도 음성군 삼성면 대금로 715-5  ,043-877-3081,보호중,새끼,dog
443447202600111,믹스견,2026(60일미만)(년생),M,N,새끼강아지,음성군 동물보호센터,충청북도 음성군 삼성면 대금로 715-5  ,043-877-3081,보호중,새끼,dog
443447202600110,믹스견,2024(년생),F,N,성격 온순함,음성군 동물보호센터,충청북도 음성군 삼성면 대금로 715-5  ,043-877-3081,보호중,성체,dog
443445202600165,믹스견,2025(년생),M,U,전반적인 건강상태 양호,증평 가정견 훈련소,충청북도 증평군 도안면 입장길 239  ,010-3169-1151,보호중,새끼,dog
443445202600164,믹스견,2026(60일미만)(년생),M,U,전반적인 건강상태 양호,증평 가정견 훈련소,충청북도 증평군 도안면 입장길 239  ,010-3169-1151,보호중,새끼,dog
443443202600156,한국 고양이,2025(년생),M,N,[관리번호079] 군북면 소정리의 민가 인근에서 관리번호 078과 함께 발견,옥천동물병원,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",010-8843-8844,보호중,새끼,cat
443443202600155,한국 고양이,2025(년생),M,N,[관리번호078] 군북면 소정리의 민가 인근에서 관리번호 079와 함께 발견,옥천동물병원,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",010-8843-8844,보호중,새끼,cat
443443202600154,믹스견,2024(년생),M,N,[관리번호077] 안내면 월외리의 민가 마당에 들어온것을 발견,옥천동물병원,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",010-8843-8844,보호중,성체,dog
443439202600126,믹스견,2022(년생),F,U,"길거리배회, 순함, 사상충음성",충주시동물보호센터,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,043-851-3168,보호중,성체,dog
442433202600140,믹스견,2026(년생),F,N,배부분 흰색,인제군동물보호센터,강원특별자치도 인제군 인제읍 덕산로 256-41  ,033-460-2473,보호중,새끼,dog
442433202600139,믹스견,2026(년생),F,N,발목이 연갈색,인제군동물보호센터,강원특별자치도 인제군 인제읍 덕산로 256-41  ,033-460-2473,보호중,새끼,dog
442433202600138,믹스견,2026(년생),M,N,머리쪽이 연 갈색,인제군동물보호센터,강원특별자치도 인제군 인제읍 덕산로 256-41  ,033-460-2473,보호중,새끼,dog
442433202600137,믹스견,2026(년생),M,N,얼굴 귀부위 갈색,인제군동물보호센터,강원특별자치도 인제군 인제읍 덕산로 256-41  ,033-460-2473,보호중,새끼,dog
442430202600033,믹스견,2026(60일미만)(년생),M,N,사람을 경계하며 순함,철원군,강원도 철원군 동송읍 장흥로 311  ,033-450-5394,보호중,새끼,dog
442430202600032,믹스견,2026(60일미만)(년생),M,N,사람을 경계하며 순함,철원군,강원도 철원군 동송읍 장흥로 311  ,033-450-5394,보호중,새끼,dog
442430202600031,믹스견,2026(60일미만)(년생),M,N,사람을 경계하지만 순함,철원군,강원도 철원군 동송읍 장흥로 311  ,033-450-5394,보호중,새끼,dog
442430202600028,보더 콜리,2019(년생),M,N,경계심이 심하며 입질함,철원군,강원도 철원군 동송읍 장흥로 311  ,033-450-5394,보호중,성체,dog
442429202600148,믹스견,2026(60일미만)(년생),M,N,30~40일 정도,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,보호중,새끼,dog
442429202600147,믹스견,2026(60일미만)(년생),M,N,30~40일 정도,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,보호중,새끼,dog
442429202600146,믹스견,2026(60일미만)(년생),F,N,30~240일 정도,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,보호중,새끼,dog
442425202600024,믹스견,2026(60일미만)(년생),M,U,온순함,홍천군유기동물보호소,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) ",033-434-9435,보호중,새끼,dog
442425202600023,믹스견,2021(년생),F,U,온순함,홍천군유기동물보호소,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) ",033-434-9435,보호중,성체,dog
442422202600015,한국 고양이,2024(년생),F,N,한국항공고 암컷 250g 교통사고,태백시유기동물보호소,강원도 태백시 문의재로 5 (통동) ,010-6380-5566,보호중,성체,cat
442420202600077,믹스견,2023(년생),M,N,시골마을 방치견 추정,강릉시 동물사랑센터,강원도 강릉시 성산면 내맬길 172  ,033-641-7515,보호중,성체,dog
442420202600076,믹스견,2024(년생),M,N,"양쪽눈 체리아이, 시골마을 방치견추정",강릉시 동물사랑센터,강원도 강릉시 성산면 내맬길 172  ,033-641-7515,보호중,성체,dog
442418202600151,믹스견,2023(년생),M,U,온순함.,춘천시 동물보호센터,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,033-245-5351,보호중,성체,dog
442418202600150,믹스견,2021(년생),F,U,"겁이많음,초록목줄",춘천시 동물보호센터,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,033-245-5351,보호중,성체,dog
441553202600709,믹스견,2023(년생),F,U,겁은 많지만 순한편/호기심이 많음/살짝 시바진도 느낌도 있음/,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,성체,dog
441553202600708,믹스견,2026(년생),F,N,형제들중 털이 덜 복실한 귀여운 아기강아지/순하고 얌전한 성격/쪼꼬만 눈망울이 넘 이쁨,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600707,믹스견,2026(년생),F,N,사람 좋아하고 순딩순딩한 성격의 귀여운 아기강아지/뽀?한 외모/털이 복실복실함,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600706,믹스견,2026(년생),F,N,순하고 사람 좋아하는 인형같은 외모를 가진 귀여운 아기강아지/털이 복실복실 귀여움,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600704,믹스견,2026(년생),F,N,순하고 사람 좋아하는 복실복실 귀여운 아기강아지/흙이 묻은듯한 털 색을 가짐,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600703,믹스견,2026(년생),F,N,겁 많은 귀여운 아기강아지/얼굴을 안보여주려고 함/겁은 많지만 순하고 귀여움,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441417202600090,골든 리트리버,2023(년생),F,U,사람을 좋아하고 먼저 다가오며 활발한 성격,양평군유기동물보호소,경기도 양평군 양평읍 농업기술센터길 59-1  ,031-770-2337,종료(반환),성체,dog
441405202600372,한국 고양이,2026(년생),M,N,꼬물꼬물 깜찍이 2마리 함께 입소,용인시 동물보호센터,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,031-6193-3463,보호중,새끼,cat
441405202600371,한국 고양이,2026(년생),F,N,꼬물꼬물 깜찍이 2마리 함께 입소,용인시 동물보호센터,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,031-6193-3463,보호중,새끼,cat
441405202600370,믹스견,2020(년생),F,U,"얌전한 아이, 낯가림 있음",용인시 동물보호센터,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,031-6193-3463,보호중,성체,dog
441403202600094,믹스견,2026(년생),F,U,"8개월추정,파란목줄,사람좋아함,순함",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) ,031-296-0124,보호중,새끼,dog
441402202600158,믹스견,2023(년생),M,N,"가슴하얀털,순함,마름,주황목줄",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) ,031-296-0124,보호중,성체,dog
441401202600177,페키니즈,2022(년생),M,N,"내장칩 있음. 하천 산책로에 홀로 돌아다녀 신고인이 보호, 신고",시흥동물누리보호센터,경기도 시흥시 뒷방울길 218 (정왕동) ,031-310-6945,종료(반환),성체,dog
441399202600116,믹스견,2026(60일미만)(년생),F,N,착하고 사람 손길을 잘 따름,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,031-590-2785,보호중,새끼,dog
441394202600338,믹스견,2023(년생),M,N,없음,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,종료(반환),성체,dog
441394202600337,치와와,2021(년생),M,N,없음,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,성체,dog
441393202600242,페르시안,2024(년생),F,U,"피부질환심함,털엉킴심함,순함",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,031-296-0124,보호중,성체,dog
441393202600241,포메라니안,2011(년생),F,U,"슬개골탈구,다리털없음,혓바닥튀어나옴,기력없음",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,031-296-0124,보호중,노령,dog
441393202600240,한국 고양이,2026(년생),M,N,"나이미상,겁많음,교통사고추정,입주위 다리다침,탈수심함,기력없음,예후불량",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,031-296-0124,보호중,새끼,cat
441391202600279,믹스견,2026(60일미만)(년생),F,N,"모견1,자견6 동시입소",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,새끼,dog
441391202600278,믹스견,2026(60일미만)(년생),F,N,"모견1,자견6 동시입소",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,새끼,dog
441391202600277,믹스견,2026(60일미만)(년생),M,N,"모견1,자견6 동시입소",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,새끼,dog
441391202600276,믹스견,2026(60일미만)(년생),F,N,"모견1,자견6 동시입소",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,새끼,dog
441391202600275,푸들,2020(년생),M,U,순하고 얼굴이 완전 귀염상,평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,성체,dog
441391202600274,푸들,2020(년생),M,U,순하고 까매서 더 귀여움,평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,성체,dog
441391202600273,믹스견,2026(60일미만)(년생),F,N,"모견1,자견6 동시입소",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,새끼,dog
441391202600272,믹스견,2026(60일미만)(년생),M,N,"모견1,자견6 동시입소",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,새끼,dog
441391202600271,요크셔 테리어,2021(년생),M,U,"얼굴이 아가같은 귀여움, 순해요",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,성체,dog
441391202600270,믹스견,2024(년생),F,N,"모견1,자견6 동시입소",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,성체,dog
441391202600252,믹스견,2025(년생),M,U,경계성 입질. 1살 미만 추정. ,평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,새끼,dog
441391202600251,믹스견,2026(60일미만)(년생),F,N,"태어난지 1달정도 되어보임. 엄청귀엽다,,,,",평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,새끼,dog
441386202600124,노르웨이 숲,2024(년생),F,U,"우측 안질환, 순함",가나동물병원,경기도 부천시 소사구 경인로 72 (송내동) ,032-665-0075,보호중,성체,dog
441378202600163,기타축종,2025(년생),Q,U,.,펫앤쉘터동물병원,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",031-714-8392,보호중,새끼,dog
441378202600162,기타축종,2025(년생),Q,N,.,펫앤쉘터동물병원,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",031-714-8392,보호중,새끼,dog
441378202600161,기타축종,2025(년생),Q,U,.,펫앤쉘터동물병원,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",031-714-8392,보호중,새끼,dog
429363202600101,믹스견,2018(년생),F,U,26-0152 꽃자 내장칩없음 옷착용,광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,종료(반환),노령,dog
429362202600055,믹스견,2018(년생),F,U,"26-0150, 아지, 내장칩 없음",광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,보호중,노령,dog
429361202600012,말티즈,2015(년생),F,U,26-0151 보듬 내장칩없음,광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,종료(반환),노령,dog
429359202600132,믹스견,2026(년생),M,N,26-0153 보풀 내장칩없음 몸줄착용,광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,보호중,새끼,dog
428353202600179,말티즈,2022(년생),M,N,치석 낌,보람동물병원,인천광역시 남동구 문화서로3번길 7 (구월동) ,032-429-1673,보호중,성체,dog
427346202600196,진도견,2026(60일미만)(년생),F,N,속 눈썹이 예쁜 강아지예요.....겁이 많아 구석으로만 가 았으려 해요...,제니스동물병원,대구광역시 수성구 달구벌대로 2475 (범어동) ,053-756-8293,보호중,새끼,dog
427343202600177,한국 고양이,2026(60일미만)(년생),M,N,생후 1주일령 검은색이 많음,대구시수의사회(보경),대구광역시 서구 달서로 165 (비산동) ,053-559-9020,보호중,새끼,cat
427343202600176,한국 고양이,2026(60일미만)(년생),F,N,1주일령 ,대구시수의사회(보경),대구광역시 서구 달서로 165 (비산동) ,053-559-9020,보호중,새끼,cat
427343202600174,한국 고양이,2026(60일미만)(년생),Q,N,턱시도. 눈 못 뜸. 왼쪽 턱밑 검은색 털. 1주령 추정,대구수의사회(아이펫),대구광역시 서구 서대구로 64 (평리동) ,053-573-1175,보호중,새끼,cat
427343202600173,한국 고양이,2026(60일미만)(년생),F,N,카오스. 짧은 꼬리. 눈 못 뜸. 1주령 추정,대구수의사회(아이펫),대구광역시 서구 서대구로 64 (평리동) ,053-573-1175,보호중,새끼,cat
427343202600170,한국 고양이,2026(60일미만)(년생),M,N,생후10일령,대구시수의사회(더펫),대구광역시 서구 서대구로 361 (비산동) 2층,053-352-0622,보호중,새끼,cat
427343202600169,한국 고양이,2026(60일미만)(년생),F,N,생후10일령,대구시수의사회(더펫),대구광역시 서구 서대구로 361 (비산동) 2층,053-352-0622,보호중,새끼,cat
427341202600064,포메라니안,2020(년생),M,Y,-,대구시수의사회(동인),대구광역시 중구 동인동4가 국채보상로 724 ,070-4466-1575,보호중,성체,dog
427341202600063,포메라니안,2020(년생),Q,U,-,대구시수의사회(동인),대구광역시 중구 동인동4가 국채보상로 724 ,070-4466-1575,보호중,성체,dog
426337202600016,비숑 프리제,2020(년생),F,N,양호(온순),청조동물병원,부산광역시 연제구 온천천남로 4 (연산동) ,051-503-0688,종료(반환),성체,dog
426327202600015,한국 고양이,2026(60일미만)(년생),M,N,"눈곱, 콧물 증상",동구종합동물병원,부산광역시 동구 망양로 835-1 (수정동) ,051-441-6383,보호중,새끼,cat
411324202600126,한국 고양이,2025(년생),M,Y,비교적 온순함,둔촌동물병원,서울특별시 강동구 양재대로 1385 (성내동) 둔촌동물병원,02-474-5100,보호중,새끼,cat
411324202600125,푸들,2018(년생),M,N,"전반적인 약간의 탈모, 호르몬 질환 가능성, 치석 약간, 심잡음X, 슬개골 2단계, 구충제 투여",강동리본센터(reborn),서울특별시 강동구 양재대로81길 73 (성내동) ,070-4163-7350,보호중,노령,dog
411320202600119,이탈리안 그레이 하운드,2024(년생),M,N,패딩조끼착용/ 온순/ 이동장 함께 발견,디아크 동물종합병원,서울특별시 동작구 장승배기로27길 18 (노량진동) 1층,02-816-7582,보호중,성체,dog
447509202600096,믹스견,2025(년생),F,N,"순함, 발바리종",영주시 동물보호센터,경상북도 영주시 장수면 반구로 143 [*미고시] 영주시동물보호센터,054-631-3997,보호중,새끼,dog
429362202600054,한국 고양이,2025(년생),F,N,"26-7018 3개월추정, 센터 앞 박스 채 유기, 피부병 있음",광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,보호중,새끼,cat
429362202600053,한국 고양이,2025(년생),F,N,"26-7017 3개월추정, 센터 앞 박스 채 유기, 피부병 있음",광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,보호중,새끼,cat
444454202600409,한국 고양이,2023(년생),M,N,"구내염,허피스,피부질환 의심",논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,성체,cat
426332202600050,믹스견,2026(60일미만)(년생),M,N,"6두동시입소,귀엽고포동포동함,온순한성격,북구1-32",부산동물보호센터,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119,보호중,새끼,dog
426332202600049,믹스견,2025(년생),F,N,"6두동시입소,귀엽고포동포동함,온순한성격,북구1-31",부산동물보호센터,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119,보호중,새끼,dog
426332202600048,믹스견,2025(년생),F,N,"6두동시입소,귀엽고포동포동함,온순한성격,북구1-30",부산동물보호센터,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119,보호중,새끼,dog
426332202600047,믹스견,2025(년생),F,N,"6두동시입소,귀엽고포동포동함,온순한성격,북구1-29",부산동물보호센터,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119,보호중,새끼,dog
426332202600046,믹스견,2025(년생),F,N,"6두동시입소,귀엽고포동포동함,온순한성격,북구1-28",부산동물보호센터,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119,보호중,새끼,dog
426332202600045,믹스견,2025(년생),M,N,"6두동시입소,귀엽고포동포동함,온순한성격,북구1-27",부산동물보호센터,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,051-832-7119,보호중,새끼,dog
448567202600305,베들링턴 테리어,2021(년생),F,U,"넥카라 착용, 검은색 복대 착용, 사람 너무 좋아함, 만나자마자 안겨주는 아이",창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동) 창원동물보호센터,055-225-5701,종료(반환),성체,dog
