desertionNo,kindNm,age,sexCd,neuterYn,specialMark,careNm,careAddr,careTel,processState,age_group,species,mbti_label,filename
418735593632805.0,허스키,2026(년생),F,N,탐구심 왕성한 새끼로 쾌활하고 장난기 가득함. 주변을 즐겁게 만듦.,경상북도 동물보호센터,경상북도 구미시 산동면 봉곡리 1,054-440-3690,보호중,새끼,dog,ESFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/223851328994337962.jpg
461912738527146.0,비글,2026(년생),F,U,귀여운 새끼로 결단력 있고 독립적임. 빠른 판단보다 관찰을 선호함.,함양군 동물보호센터,경상남도 함양군 함양읍 함양남서로 996-76,055-960-8143,보호중,새끼,dog,INTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/02/550236078355029557[5].jpg
464438442832024.0,래브라도 리트리버,2022(년생),M,Y,에너지 넘치고 순함. 행동력이 뛰어남.,충청남도 동물보호센터,충청남도 천안시 동남구 성남면 화성리 65,041-573-0202,보호중,성체,dog,ESTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/115385310740744341.jpg
470786631129538.0,브리티쉬숏헤어,2026(년생),F,Y,온순하고 활기참. 에너지가 넘침.,창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동),055-225-5701,보호중,새끼,cat,ESTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/02/698723625692041204[3].jpg
446605732292797.0,기타,2026(년생),M,N,호기심 왕성한 새끼로 실용적이고 독립적임. 행동하기 전에 충분히 살핌.,대전광역시 동물보호센터,대전광역시 유성구 외삼동 540,042-270-0971,보호중,새끼,dog,ISTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/746811572468029770.jpg
451145293867602.0,닥스훈트,2020(년생),Q,Y,활발한 성체로 신중하고 분석적임. 호기심은 많으나 신중히 행동함.,충청남도 동물보호센터,충청남도 천안시 동남구 성남면 화성리 65,041-573-0202,보호중,성체,dog,INTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/139835388142611057.jpg
480758978048109.0,아비시니안,2019(년생),M,Y,건강하고 쾌활하고 장난기 가득함. 놀이를 통해 유대감을 쌓음.,경기도 의정부 동물보호센터,경기도 의정부시 금오동 산56-1,031-829-5481,보호중,성체,cat,ESFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/546364199664554367[4].jpg
455327037400644.0,푸들,2019(년생),F,Y,건강하고 순하고 사교적임. 에너지가 넘침.,경기도 동물보호센터,경기도 수원시 권선구 오목천동 520,031-220-7471,보호중,성체,dog,ESTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/02/830718805123304543.jpg
457177982211013.0,치와와,2021(년생),M,Y,활발한 성체로 상상력이 풍부하고 예민함. 시간이 지나면 마음을 열음.,경기도 의정부 동물보호센터,경기도 의정부시 금오동 산56-1,031-829-5481,보호중,성체,dog,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/430683585568958231.jpg
497129834812685.0,한국 고양이,2024(년생),F,N,신중하고 경계심이 있음. 믿을 수 있는 환경에서 안정을 찾음.,충청북도 동물보호센터,충청북도 청주시 흥덕구 오송읍 오송생명로 187,043-220-5361,종료(안락사),성체,cat,ISTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/297289277925003135[5].jpg
492747107842414.0,닥스훈트,2026(년생),M,N,어린 나이에도 낯선 사람을 경계하나 익숙해지면 애교가 많음. 신뢰가 쌓이면 충실히 따름.,경상북도 동물보호센터,경상북도 구미시 산동면 봉곡리 1,054-440-3690,보호중,새끼,dog,ISFJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/461203086569207337.jpg
438730802496689.0,기타,2026(년생),M,U,아직 작지만 총명하고 적응력이 뛰어남. 사람과 교감을 잘 함.,대구광역시 동물보호센터,대구광역시 달성군 다사읍 세천로 27-24,053-803-5410,종료(자연사),새끼,cat,ENTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/585520101544484792[3].jpg
417401807271683.0,시츄,2021(년생),F,N,활발한 성체로 장난기가 많고 놀기를 좋아함. 활발하게 놀기를 즐김.,남해군동물보호센터,경상남도 남해군 이동면 남해대로 2449,055-860-3974,종료(안락사),성체,dog,ESFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/971671444550561705.jpg
496253768641601.0,스피츠,2026(년생),M,N,탐구심 왕성한 새끼로 독립성이 강하고 영리함. 혼자 있는 것을 무서워함.,서울특별시 동물보호센터,서울특별시 마포구 상암동 481-6,02-304-8308,보호중,새끼,dog,INTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/990426414817090941.jpg
494541879288941.0,믹스견,2020(년생),M,U,현실적이고 조용함. 행동하기 전에 충분히 살핌.,창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동),055-225-5701,보호중,성체,dog,ISTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/866644433529640156.jpg
456428300566033.0,러시안블루,2011(년생),F,Y,노령임에도 이상적이고 내성적임. 혼자 노는 것을 즐김.,울산광역시 동물보호센터,울산광역시 북구 호계동 산4-1,052-229-8131,종료(안락사),노령,cat,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/945647054527090812.jpg
498281613723081.0,닥스훈트,2022(년생),F,Y,호기심이 많고 장난스러움. 친화력이 좋음.,광주광역시 동물보호센터,광주광역시 광산구 삼거동 862,062-613-7651,보호중,성체,dog,ENFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/436438130004132114.jpg
430348315716042.0,스피츠,2026(년생),F,N,리더십이 있고 자기 표현이 강함. 환경 변화에 빠르게 적응함.,부산광역시 동물보호센터,부산광역시 강서구 대저2동 2167,051-971-1578,보호중,새끼,dog,ENTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/471650441526445829.jpg
498101558113396.0,포메라니안,2016(년생),F,N,나이가 들었지만 겁이 많고 소심한 편. 자신만의 방식으로 애정을 표현함.,충청남도 동물보호센터,충청남도 천안시 동남구 성남면 화성리 65,041-573-0202,종료(반환),노령,dog,ISFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/571599327509890929.jpg
480333264557549.0,비글,2017(년생),M,N,나이에 비해 감성적이고 소심함. 익숙한 사람에게는 많은 애정을 줌.,전라남도 동물보호센터,전라남도 무안군 삼향면 남악3로 38,061-286-6861,종료(반환),노령,dog,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/704923190799274428[5].jpg
493973522299118.0,비글,2014(년생),M,N,노령임에도 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,전라남도 동물보호센터,전라남도 무안군 삼향면 남악3로 38,061-286-6861,종료(반환),노령,dog,ESFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/520743464818684256.jpg
430076141657159.0,말티즈,2020(년생),M,Y,실용적이고 차분함. 자기 방식대로 행동함.,울산광역시 동물보호센터,울산광역시 북구 호계동 산4-1,052-229-8131,종료(반환),성체,dog,ISTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/517313627396542992.jpg
407908361421568.0,래브라도 리트리버,2026(년생),Q,Y,호기심 왕성한 새끼로 에너지 넘치고 순함. 사람과 있는 것을 좋아함.,경상남도 동물보호센터,경상남도 진주시 가좌동 936,055-254-4151,종료(반환),새끼,dog,ESTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/398797487355962809.jpg
415683214492812.0,슈나우져,2026(년생),F,N,자기 주도적이고 조용함. 불필요한 상호작용을 피함.,경상남도 동물보호센터,경상남도 진주시 가좌동 936,055-254-4151,보호중,새끼,dog,ISTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/166429096758747748[4].jpg
492892850095372.0,진도견,2020(년생),M,Y,사교적이고 명랑함. 보호자와 함께하는 것을 좋아함.,전라북도 동물보호센터,전라북도 전주시 완산구 동서학동 894-11,063-278-0201,보호중,성체,dog,ENFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/762313361094416423.jpg
467101423786332.0,슈나우져,2021(년생),F,N,안정감 있고 경계심이 있음. 혼자만의 공간을 선호함.,함양군 동물보호센터,경상남도 함양군 함양읍 함양남서로 996-76,055-960-8143,보호중,성체,dog,ISTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/540945356377026646.jpg
488535522636713.0,닥스훈트,2023(년생),M,Y,독립성이 강하고 영리함. 혼자 있는 것을 무서워함.,대전광역시 동물보호센터,대전광역시 유성구 외삼동 540,042-270-0971,보호중,성체,dog,INTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/742853985675712406.jpg
485696499810339.0,보더콜리,2024(년생),F,Y,안정적이고 얌전함. 훈련에 잘 반응함.,충청북도 동물보호센터,충청북도 청주시 흥덕구 오송읍 오송생명로 187,043-220-5361,종료(안락사),성체,dog,ESTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/250972567268260716.jpg
413214878199466.0,한국 고양이,2026(60일미만)(년생),F,N,탐구심 왕성한 새끼로 즐거움을 추구하고 애교 많음. 사람과 함께할 때 가장 행복함.,대구광역시 동물보호센터,대구광역시 달성군 다사읍 세천로 27-24,053-803-5410,보호중,새끼,cat,ESFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/913801148141926037.jpg
415715193517087.0,닥스훈트,2019(년생),F,N,새로운 것에 흥미를 보이고 활발함. 활발하게 행동함.,대구광역시 동물보호센터,대구광역시 달성군 다사읍 세천로 27-24,053-803-5410,보호중,성체,dog,ENTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/817037613524281694.jpg
454059141526443.0,래브라도 리트리버,2026(년생),M,Y,아직 어리지만 행동력이 있고 순함. 사람과 있는 것을 좋아함.,인천광역시 동물보호센터,인천광역시 남동구 구월동 1138,032-440-5961,보호중,새끼,dog,ESTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/445094274809440259.jpg
485267346613580.0,한국 고양이,2020(년생),M,N,활발한 성체로 역동적이고 순함. 사람을 잘 따름.,광주광역시 동물보호센터,광주광역시 광산구 삼거동 862,062-613-7651,보호중,성체,cat,ESTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/753391703861678176.jpg
472384613171274.0,슈나우져,2018(년생),F,Y,나이에 비해 활동적이고 명랑함. 모든 것에 호기심을 보임.,경기도 동물보호센터,경기도 수원시 권선구 오목천동 520,031-220-7471,보호중,노령,dog,ENFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/773782639821465840.jpg
472695219228636.0,말티즈,2023(년생),M,Y,몽상적이고 감수성이 풍부함. 천천히 신뢰를 쌓으면 잘 따름.,창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동),055-225-5701,보호중,성체,dog,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/392288783619192623.jpg
407181934387642.0,치와와,2021(년생),M,N,조용하고 배려심이 깊음. 겁이 약간 있으나 금방 적응함.,강원도 동물보호센터,강원도 원주시 문막읍 건등리 391,033-749-3435,보호중,성체,dog,ISFJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/808818265638815531.jpg
482890466711684.0,닥스훈트,2024(년생),F,N,건강하고 열정적이고 장난기 많음. 누구와도 잘 어울림.,경상남도 동물보호센터,경상남도 진주시 가좌동 936,055-254-4151,보호중,성체,dog,ENFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/590175186363745458.jpg
488806630813084.0,래브라도 리트리버,2018(년생),F,Y,노령임에도 전략적이고 독립심이 강함. 자기만의 방식으로 행동함.,경상남도 동물보호센터,경상남도 진주시 가좌동 936,055-254-4151,종료(반환),노령,dog,INTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/022411591951762167.jpg
448019199052910.0,닥스훈트,2014(년생),M,N,나이에 비해 안정감 있고 경계심이 있음. 혼자만의 공간을 선호함.,경기도 의정부 동물보호센터,경기도 의정부시 금오동 산56-1,031-829-5481,보호중,노령,dog,ISTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/724065116611695990.jpg
492057529554655.0,기타,2019(년생),M,N,성실하고 경계심이 강함. 안정적인 환경을 선호함.,경상북도 동물보호센터,경상북도 구미시 산동면 봉곡리 1,054-440-3690,보호중,성체,cat,ISTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/274388443315446942[3].jpg
488624339813619.0,비글,2026(년생),M,N,탐구심 왕성한 새끼로 이상적이고 내성적임. 안전한 환경에서 잘 적응함.,충청남도 동물보호센터,충청남도 천안시 동남구 성남면 화성리 65,041-573-0202,종료(자연사),새끼,dog,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/286660988240846793.jpg
451312277650294.0,브리티쉬숏헤어,2020(년생),M,N,탐구심이 강하고 에너지가 넘침. 호기심이 많음.,충청남도 동물보호센터,충청남도 천안시 동남구 성남면 화성리 65,041-573-0202,종료(반환),성체,cat,ENTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/229153537592719766.jpg
494359295429206.0,믹스견,2014(년생),F,N,나이가 있지만 호기심은 많으나 겁이 많음. 시간이 지나면 마음을 열음.,대구광역시 동물보호센터,대구광역시 달성군 다사읍 세천로 27-24,053-803-5410,종료(반환),노령,dog,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/02/799042339653542813.jpg
467360678000133.0,말티즈,2019(년생),F,N,활발한 성체로 상냥하고 사람을 잘 따름. 누구와도 잘 지냄.,창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동),055-225-5701,종료(안락사),성체,dog,ESFJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/025751081939015405.jpg
486650124757921.0,비글,2012(년생),M,Y,나이가 있지만 낯선 사람을 경계하나 익숙해지면 애교가 많음. 신뢰가 쌓이면 애정 표현을 함.,제주특별자치도 동물보호센터,제주특별자치도 제주시 애월읍 광령리 2528-1,064-728-3672,보호중,노령,dog,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/619952718037591993.jpg
415519193052441.0,아비시니안,2015(년생),M,N,조용하고 예술적 감각이 있음. 조용히 곁에 있는 것을 좋아함.,창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동),055-225-5701,보호중,노령,cat,ISFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/757425034395903181.jpg
401032866704295.0,래브라도 리트리버,2026(년생),F,Y,어린 나이에도 기발하고 탐구적임. 호기심이 많음.,함양군 동물보호센터,경상남도 함양군 함양읍 함양남서로 996-76,055-960-8143,보호중,새끼,dog,ENTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/540642823598488769.jpg
407732582998959.0,시츄,2024(년생),F,N,혁신적이고 호기심이 많음. 탐색하기를 좋아함.,강원도 동물보호센터,강원도 원주시 문막읍 건등리 391,033-749-3435,종료(반환),성체,dog,ENTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/02/880595155674642273[4].jpg
499446384715675.0,푸들,2026(년생),M,Y,아직 어리지만 카리스마 있고 영리함. 지시를 잘 따름.,남해군동물보호센터,경상남도 남해군 이동면 남해대로 2449,055-860-3974,보호중,새끼,dog,ENTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/518860167449234359.jpg
469829218131515.0,진도견,2011(년생),M,U,나이에 비해 생동감 넘치고 장난스러움. 사람과 잘 어울림.,경기도 동물보호센터,경기도 수원시 권선구 오목천동 520,031-220-7471,보호중,노령,dog,ESFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/428810063939920127.jpg
451748232686251.0,요크셔테리어,2020(년생),M,N,사교적이고 따뜻함. 함께 있는 것을 좋아함.,남해군동물보호센터,경상남도 남해군 이동면 남해대로 2449,055-860-3974,종료(안락사),성체,dog,ESFJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/769055590848310344.jpg
497294917974386.0,스코티시폴드,2026(년생),M,N,꼼꼼하고 얌전함. 사람을 잘 따름.,전라북도 동물보호센터,전라북도 전주시 완산구 동서학동 894-11,063-278-0201,보호중,새끼,cat,ESTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/242482201759847510.jpg
474001503831831.0,아비시니안,2022(년생),F,Y,낯선 사람을 경계하나 익숙해지면 애교가 많음. 천천히 신뢰를 쌓으면 잘 따름.,창원동물보호센터,경상남도 창원시 성산구 공단로474번길 117 (상복동),055-225-5701,보호중,성체,cat,ISFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/591701488379438442[5].jpg
408605368840579.0,진도견,2023(년생),M,Y,이론적이고 관찰력이 뛰어남. 혼자 있는 것을 무서워함.,전라북도 동물보호센터,전라북도 전주시 완산구 동서학동 894-11,063-278-0201,종료(반환),성체,dog,INTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/216768330033924981.jpg
469360583068483.0,요크셔테리어,2026(년생),M,Y,탐구심 왕성한 새끼로 목표 지향적이고 총명함. 새로운 것을 잘 배움.,대구광역시 동물보호센터,대구광역시 달성군 다사읍 세천로 27-24,053-803-5410,보호중,새끼,dog,ENTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/723866560677559573.jpg
459253195118988.0,아비시니안,2021(년생),M,Y,조용하고 안정적이며 온순하고 사람을 잘 따름. 천천히 신뢰를 쌓으면 잘 따름.,경기도 의정부 동물보호센터,경기도 의정부시 금오동 산56-1,031-829-5481,종료(반환),성체,cat,ISFJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/322437981815061204.jpg
432810773770534.0,스피츠,2026(년생),M,Y,호기심 왕성한 새끼로 감성적이고 소심함. 익숙한 사람에게는 많은 애정을 줌.,울산광역시 동물보호센터,울산광역시 북구 호계동 산4-1,052-229-8131,종료(안락사),새끼,dog,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/459072501492616716[3].jpg
468020969112814.0,요크셔테리어,2019(년생),F,N,결단력 있고 독립적임. 혼자 있는 것을 무서워함.,강원도 동물보호센터,강원도 원주시 문막읍 건등리 391,033-749-3435,보호중,성체,dog,INTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/038209631475790892.jpg
439891796556692.0,스피츠,2026(년생),F,Y,아직 작지만 조용하지만 따뜻함. 배려심이 깊음.,경상북도 동물보호센터,경상북도 구미시 산동면 봉곡리 1,054-440-3690,보호중,새끼,dog,ISFJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/469376636518577715.jpg
484662714920757.0,기타,2014(년생),F,Y,고령이지만 카리스마 있고 영리함. 새로운 것을 잘 배움.,대구광역시 동물보호센터,대구광역시 달성군 다사읍 세천로 27-24,053-803-5410,종료(반환),노령,cat,ENTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/248739626259188312.jpg
447126143034445.0,푸들,2024(년생),Q,U,충성심이 강하고 주인에게 헌신적임. 낯선 상황에서는 경계심을 보임.,경기도 동물보호센터,경기도 수원시 권선구 오목천동 520,031-220-7471,보호중,성체,dog,ISTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/267482968615999711.jpg
401052141115816.0,비글,2020(년생),F,Y,주도적이고 영리함. 새로운 것을 잘 배움.,울산광역시 동물보호센터,울산광역시 북구 호계동 산4-1,052-229-8131,보호중,성체,dog,ENTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/394281158765091639.jpg
427321469979907.0,골든 리트리버,2019(년생),M,N,유쾌하고 친화력이 좋음. 주변을 즐겁게 만듦.,강원도 동물보호센터,강원도 원주시 문막읍 건등리 391,033-749-3435,보호중,성체,dog,ENFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/047681699570607174.jpg
438710614262408.0,닥스훈트,2021(년생),M,Y,신중하고 분석적임. 천천히 적응하며 마음을 열어감.,대구광역시 동물보호센터,대구광역시 달성군 다사읍 세천로 27-24,053-803-5410,종료(반환),성체,dog,INTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/373781011231078557[5].jpg
485832556456894.0,치와와,2020(년생),F,N,활발한 성체로 체계적이고 온순함. 믿음직함.,서울특별시 동물보호센터,서울특별시 마포구 상암동 481-6,02-304-8308,보호중,성체,dog,ESTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/306908234532191748.jpg
475829439063630.0,닥스훈트,2026(년생),M,Y,탐구심 왕성한 새끼로 자유분방하고 활발함. 사람을 잘 따름.,광주광역시 동물보호센터,광주광역시 광산구 삼거동 862,062-613-7651,보호중,새끼,dog,ESTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/406665369397001935.jpg
491521122792416.0,닥스훈트,2021(년생),F,N,자유롭고 예민함. 조용히 곁에 있는 것을 좋아함.,전라북도 동물보호센터,전라북도 전주시 완산구 동서학동 894-11,063-278-0201,보호중,성체,dog,ISFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/632471026317605540.jpg
463527598564205.0,비글,2023(년생),F,U,애교가 넘치고 에너지가 넘침. 사람과 함께 있는 것을 즐김.,경상남도 동물보호센터,경상남도 진주시 가좌동 936,055-254-4151,보호중,성체,dog,ENFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/078593213348039652[5].jpg
477653514931739.0,요크셔테리어,2017(년생),F,Y,조용하고 관찰하는 것을 좋아함. 천천히 적응하며 마음을 열어감.,서울특별시 동물보호센터,서울특별시 마포구 상암동 481-6,02-304-8308,보호중,노령,dog,INTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/691689464383602681.jpg
412548882218795.0,스피츠,2024(년생),M,N,자유롭고 예민함. 친해지면 붙임성이 좋음.,광주광역시 동물보호센터,광주광역시 광산구 삼거동 862,062-613-7651,보호중,성체,dog,ISFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/257348300227249476.jpg
496630354279420.0,시츄,2024(년생),F,Y,신중하고 독창적임. 한 번 마음을 열면 충실함.,충청북도 동물보호센터,충청북도 청주시 흥덕구 오송읍 오송생명로 187,043-220-5361,종료(반환),성체,dog,INTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/353330915416845655.jpg
407796601403367.0,비숑프리제,2026(년생),F,N,어린 나이에도 다정하고 온순함. 사람과 함께 있는 것을 즐김.,전라북도 동물보호센터,전라북도 전주시 완산구 동서학동 894-11,063-278-0201,종료(자연사),새끼,dog,ESFJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/357910033167590620.jpg
408542530783003.0,러시안블루,2026(60일미만)(년생),M,N,아직 작지만 쾌활하고 장난기 가득함. 사람과 함께할 때 가장 행복함.,남해군동물보호센터,경상남도 남해군 이동면 남해대로 2449,055-860-3974,보호중,새끼,cat,ESFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/103861824366141305.jpg
459802693653459.0,요크셔테리어,2021(년생),F,U,활발한 성체로 체계적이고 온순함. 책임감이 강함.,전라북도 동물보호센터,전라북도 전주시 완산구 동서학동 894-11,063-278-0201,보호중,성체,dog,ESTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/143624176459606504.jpg
480591519468787.0,래브라도 리트리버,2011(년생),F,Y,고령이지만 상냥하고 사람을 잘 따름. 사람을 매우 좋아함.,대구광역시 동물보호센터,대구광역시 달성군 다사읍 세천로 27-24,053-803-5410,보호중,노령,dog,ESFJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/06/038543366581932096.jpg
412678616094938.0,스코티시폴드,2023(년생),M,N,활발한 성체로 분석적이고 관찰력이 뛰어남. 익숙한 환경에서 안정적임.,경기도 의정부 동물보호센터,경기도 의정부시 금오동 산56-1,031-829-5481,보호중,성체,cat,ISTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/415787321100859890.jpg
462050320331922.0,비숑프리제,2020(년생),F,Y,유쾌하고 친화력이 좋음. 사람과 함께 있는 것을 즐김.,경기도 의정부 동물보호센터,경기도 의정부시 금오동 산56-1,031-829-5481,보호중,성체,dog,ENFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/102876754813866675.jpg
464881722079668.0,치와와,2020(년생),F,N,건강하고 분석적이고 호기심이 많음. 익숙해지면 장난기를 보임.,울산광역시 동물보호센터,울산광역시 북구 호계동 산4-1,052-229-8131,종료(자연사),성체,dog,INTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/900024711975579949[2].jpg
484986357884756.0,골든 리트리버,2023(년생),F,Y,활발한 성체로 조심스러운 편이고 소심함. 익숙한 사람에게는 많은 애정을 줌.,전라북도 동물보호센터,전라북도 전주시 완산구 동서학동 894-11,063-278-0201,종료(반환),성체,dog,INFP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/03/425491813071152758[2].jpg
403339865374945.0,래브라도 리트리버,2024(년생),M,N,활발한 성체로 탐구심이 강하고 에너지가 넘침. 다양한 자극을 즐김.,경기도 의정부 동물보호센터,경기도 의정부시 금오동 산56-1,031-829-5481,보호중,성체,dog,ENTP,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/01/318566549347812688.jpg
422770845718691.0,래브라도 리트리버,2018(년생),F,N,리더십이 있고 자기 표현이 강함. 사람을 좋아하고 자신감이 있음.,전라남도 동물보호센터,전라남도 무안군 삼향면 남악3로 38,061-286-6861,보호중,노령,dog,ENTJ,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/254993145365133861.jpg
